304091144 1256 45/46/47/48/
304091148 1256 1/2/3/4/
304091152 1256 5/6/7/8/
304091156 1208 5/6/7/8/
304091160 1208 1/2/3/4/
304091164 1208 45/46/47/48/
304091168 1208 41/42/43/44/
304095236 1255 45/46/47/48/
304095240 1255 41/42/43/44/
304095244 1255 9/10/11/12/
304095248 1255 13/14/15/16/
304095252 1207 13/14/15/16/
304095256 1207 9/10/11/12/
304095260 1207 41/42/43/44/
304095264 1207 45/46/47/48/
304099332 1253 45/46/47/48/
304099336 1253 41/42/43/44/
304099340 1253 9/10/11/12/
304099344 1253 13/14/15/16/
304099348 1205 13/14/15/16/
304099352 1205 9/10/11/12/
304099356 1205 41/42/43/44/
304099360 1205 45/46/47/48/
304103428 1252 17/18/19/20/
304103432 1252 21/22/23/24/
304103436 1251 25/26/27/28/
304103440 1251 29/30/31/32/
304103444 1203 29/30/31/32/
304103448 1203 25/26/27/28/
304103452 1204 21/22/23/24/
304103456 1204 17/18/19/20/
304107524 1251 21/22/23/24/
304107528 1251 17/18/19/20/
304107532 1250 33/34/35/36/
304107536 1250 37/38/39/40/
304107540 1202 37/38/39/40/
304107544 1202 33/34/35/36/
304107548 1203 17/18/19/20/
304107552 1203 21/22/23/24/
304111620 1249 41/42/43/44/
304111624 1249 45/46/47/48/
304111628 1249 1/2/3/4/
304111632 1249 5/6/7/8/
304111636 1201 5/6/7/8/
304111640 1201 1/2/3/4/
304111644 1201 45/46/47/48/
304111648 1201 41/42/43/44/
304115716 1248 45/46/47/48/
304115720 1248 41/42/43/44/
304115724 1248 9/10/11/12/
304115728 1248 13/14/15/16/
304115732 1200 13/14/15/16/
304115736 1200 9/10/11/12/
304115740 1200 41/42/43/44/
304115744 1200 45/46/47/48/
304119812 1272 45/46/47/48/
304119816 1272 41/42/43/44/
304119820 1272 9/10/11/12/
304119824 1272 13/14/15/16/
304119828 1224 13/14/15/16/
304119832 1224 9/10/11/12/
304119836 1224 41/42/43/44/
304119840 1224 45/46/47/48/
304123908 1273 41/42/43/44/
304123912 1273 45/46/47/48/
304123916 1273 1/2/3/4/
304123920 1273 5/6/7/8/
304123924 1225 5/6/7/8/
304123928 1225 1/2/3/4/
304123932 1225 45/46/47/48/
304123936 1225 41/42/43/44/
304128004 1275 21/22/23/24/
304128008 1275 17/18/19/20/
304128012 1274 33/34/35/36/
304128016 1274 37/38/39/40/
304128020 1226 37/38/39/40/
304128024 1226 33/34/35/36/
304128028 1227 17/18/19/20/
304128032 1227 21/22/23/24/
304132100 1276 17/18/19/20/
304132104 1276 21/22/23/24/
304132108 1275 25/26/27/28/
304132112 1275 29/30/31/32/
304132116 1227 29/30/31/32/
304132120 1227 25/26/27/28/
304132124 1228 21/22/23/24/
304132128 1228 17/18/19/20/
304136196 1277 45/46/47/48/
304136200 1277 41/42/43/44/
304136204 1277 9/10/11/12/
304136208 1277 13/14/15/16/
304136212 1229 13/14/15/16/
304136216 1229 9/10/11/12/
304136220 1229 41/42/43/44/
304136224 1229 45/46/47/48/
304140292 1279 45/46/47/48/
304140296 1279 41/42/43/44/
304140300 1279 9/10/11/12/
304140304 1279 13/14/15/16/
304140308 1231 13/14/15/16/
304140312 1231 9/10/11/12/
304140316 1231 41/42/43/44/
304140320 1231 45/46/47/48/
304144388 1280 41/42/43/44/
304144392 1280 45/46/47/48/
304144396 1280 1/2/3/4/
304144400 1280 5/6/7/8/
304144404 1232 5/6/7/8/
304144408 1232 1/2/3/4/
304144412 1232 45/46/47/48/
304144416 1232 41/42/43/44/
304148484 1284 45/46/47/48/
304148488 1284 41/42/43/44/
304148492 1284 9/10/11/12/
304148496 1284 13/14/15/16/
304148500 1236 13/14/15/16/
304148504 1236 9/10/11/12/
304148508 1236 41/42/43/44/
304148512 1236 45/46/47/48/
304152580 1285 41/42/43/44/
304152584 1285 45/46/47/48/
304152588 1285 1/2/3/4/
304152592 1285 5/6/7/8/
304152596 1237 5/6/7/8/
304152600 1237 1/2/3/4/
304152604 1237 45/46/47/48/
304152608 1237 41/42/43/44/
304156676 1287 45/46/47/48/
304156680 1287 41/42/43/44/
304156684 1287 9/10/11/12/
304156688 1287 13/14/15/16/
304156692 1239 13/14/15/16/
304156696 1239 9/10/11/12/
304156700 1239 41/42/43/44/
304156704 1239 45/46/47/48/
304160772 1289 45/46/47/48/
304160776 1289 41/42/43/44/
304160780 1289 9/10/11/12/
304160784 1289 13/14/15/16/
304160788 1241 13/14/15/16/
304160792 1241 9/10/11/12/
304160796 1241 41/42/43/44/
304160800 1241 45/46/47/48/
304164868 1290 41/42/43/44/
304164872 1290 45/46/47/48/
304164876 1290 1/2/3/4/
304164880 1290 5/6/7/8/
304164884 1242 5/6/7/8/
304164888 1242 1/2/3/4/
304164892 1242 45/46/47/48/
304164896 1242 41/42/43/44/
304168964 1292 21/22/23/24/
304168968 1292 17/18/19/20/
304168972 1291 33/34/35/36/
304168976 1291 37/38/39/40/
304168980 1243 37/38/39/40/
304168984 1243 33/34/35/36/
304168988 1244 17/18/19/20/
304168992 1244 21/22/23/24/
304173060 1293 17/18/19/20/
304173064 1293 21/22/23/24/
304173068 1292 25/26/27/28/
304173072 1292 29/30/31/32/
304173076 1244 29/30/31/32/
304173080 1244 25/26/27/28/
304173084 1245 21/22/23/24/
304173088 1245 17/18/19/20/
304177156 1269 17/18/19/20/
304177160 1269 21/22/23/24/
304177164 1268 25/26/27/28/
304177168 1268 29/30/31/32/
304177172 1220 29/30/31/32/
304177176 1220 25/26/27/28/
304177180 1221 21/22/23/24/
304177184 1221 17/18/19/20/
304181252 1268 21/22/23/24/
304181256 1268 17/18/19/20/
304181260 1267 33/34/35/36/
304181264 1267 37/38/39/40/
304181268 1219 37/38/39/40/
304181272 1219 33/34/35/36/
304181276 1220 17/18/19/20/
304181280 1220 21/22/23/24/
304185348 1266 41/42/43/44/
304185352 1266 45/46/47/48/
304185356 1266 1/2/3/4/
304185360 1266 5/6/7/8/
304185364 1218 5/6/7/8/
304185368 1218 1/2/3/4/
304185372 1218 45/46/47/48/
304185376 1218 41/42/43/44/
304189444 1265 45/46/47/48/
304189448 1265 41/42/43/44/
304189452 1265 9/10/11/12/
304189456 1265 13/14/15/16/
304189460 1217 13/14/15/16/
304189464 1217 9/10/11/12/
304189468 1217 41/42/43/44/
304189472 1217 45/46/47/48/
304193540 1263 45/46/47/48/
304193544 1263 41/42/43/44/
304193548 1263 9/10/11/12/
304193552 1263 13/14/15/16/
304193556 1215 13/14/15/16/
304193560 1215 9/10/11/12/
304193564 1215 41/42/43/44/
304193568 1215 45/46/47/48/
304197636 1261 41/42/43/44/
304197640 1261 45/46/47/48/
304197644 1261 1/2/3/4/
304197648 1261 5/6/7/8/
304197652 1213 5/6/7/8/
304197656 1213 1/2/3/4/
304197660 1213 45/46/47/48/
304197664 1213 41/42/43/44/
304201732 1260 45/46/47/48/
304201736 1260 41/42/43/44/
304201740 1260 9/10/11/12/
304201744 1260 13/14/15/16/
304201748 1212 13/14/15/16/
304201752 1212 9/10/11/12/
304201756 1212 41/42/43/44/
304201760 1212 45/46/47/48/
305139716 1257 13/14/
305139720 1257 15/16/
305139724 1257 9/10/
305139728 1257 11/12/
305139732 1209 11/12/
305139736 1209 9/10/
305139740 1209 15/16/
305139744 1209 13/14/
305143812 1257 3/4/
305143816 1257 1/2/
305143820 1257 7/8/
305143824 1257 5/6/
305143828 1209 5/6/
305143832 1209 7/8/
305143836 1209 1/2/
305143840 1209 3/4/
305147908 1256 27/28/
305147912 1256 25/26/
305147916 1256 31/32/
305147920 1256 29/30/
305147924 1208 29/30/
305147928 1208 31/32/
305147932 1208 25/26/
305147936 1208 27/28/
305152004 1254 45/46/
305152008 1254 47/48/
305152012 1254 41/42/
305152016 1254 43/44/
305152020 1206 43/44/
305152024 1206 41/42/
305152028 1206 47/48/
305152032 1206 45/46/
305156100 1254 35/36/
305156104 1254 33/34/
305156108 1254 39/40/
305156112 1254 37/38/
305156116 1206 37/38/
305156120 1206 39/40/
305156124 1206 33/34/
305156128 1206 35/36/
305160196 1254 19/20/
305160200 1254 17/18/
305160204 1254 23/24/
305160208 1254 21/22/
305160212 1206 21/22/
305160216 1206 23/24/
305160220 1206 17/18/
305160224 1206 19/20/
305164292 1252 37/38/
305164296 1252 39/40/
305164300 1252 33/34/
305164304 1252 35/36/
305164308 1204 35/36/
305164312 1204 33/34/
305164316 1204 39/40/
305164320 1204 37/38/
305168388 1252 27/28/
305168392 1252 25/26/
305168396 1252 31/32/
305168400 1252 29/30/
305168404 1204 29/30/
305168408 1204 31/32/
305168412 1204 25/26/
305168416 1204 27/28/
305172484 1252 3/4/
305172488 1252 1/2/
305172492 1252 7/8/
305172496 1252 5/6/
305172500 1204 5/6/
305172504 1204 7/8/
305172508 1204 1/2/
305172512 1204 3/4/
305176580 1250 3/4/
305176584 1250 1/2/
305176588 1250 7/8/
305176592 1250 5/6/
305176596 1202 5/6/
305176600 1202 7/8/
305176604 1202 1/2/
305176608 1202 3/4/
305180676 1249 27/28/
305180680 1249 25/26/
305180684 1249 31/32/
305180688 1249 29/30/
305180692 1201 29/30/
305180696 1201 31/32/
305180700 1201 25/26/
305180704 1201 27/28/
305184772 1273 27/28/
305184776 1273 25/26/
305184780 1273 31/32/
305184784 1273 29/30/
305184788 1225 29/30/
305184792 1225 31/32/
305184796 1225 25/26/
305184800 1225 27/28/
305188868 1274 3/4/
305188872 1274 1/2/
305188876 1274 7/8/
305188880 1274 5/6/
305188884 1226 5/6/
305188888 1226 7/8/
305188892 1226 1/2/
305188896 1226 3/4/
305192964 1276 3/4/
305192968 1276 1/2/
305192972 1276 7/8/
305192976 1276 5/6/
305192980 1228 5/6/
305192984 1228 7/8/
305192988 1228 1/2/
305192992 1228 3/4/
305197060 1276 27/28/
305197064 1276 25/26/
305197068 1276 31/32/
305197072 1276 29/30/
305197076 1228 29/30/
305197080 1228 31/32/
305197084 1228 25/26/
305197088 1228 27/28/
305201156 1276 37/38/
305201160 1276 39/40/
305201164 1276 33/34/
305201168 1276 35/36/
305201172 1228 35/36/
305201176 1228 33/34/
305201180 1228 39/40/
305201184 1228 37/38/
305205252 1278 19/20/
305205256 1278 17/18/
305205260 1278 23/24/
305205264 1278 21/22/
305205268 1230 21/22/
305205272 1230 23/24/
305205276 1230 17/18/
305205280 1230 19/20/
305209348 1278 35/36/
305209352 1278 33/34/
305209356 1278 39/40/
305209360 1278 37/38/
305209364 1230 37/38/
305209368 1230 39/40/
305209372 1230 33/34/
305209376 1230 35/36/
305213444 1278 45/46/
305213448 1278 47/48/
305213452 1278 41/42/
305213456 1278 43/44/
305213460 1230 43/44/
305213464 1230 41/42/
305213468 1230 47/48/
305213472 1230 45/46/
305217540 1280 27/28/
305217544 1280 25/26/
305217548 1280 31/32/
305217552 1280 29/30/
305217556 1232 29/30/
305217560 1232 31/32/
305217564 1232 25/26/
305217568 1232 27/28/
305221636 1281 3/4/
305221640 1281 1/2/
305221644 1281 7/8/
305221648 1281 5/6/
305221652 1233 5/6/
305221656 1233 7/8/
305221660 1233 1/2/
305221664 1233 3/4/
305225732 1281 13/14/
305225736 1281 15/16/
305225740 1281 9/10/
305225744 1281 11/12/
305225748 1233 11/12/
305225752 1233 9/10/
305225756 1233 15/16/
305225760 1233 13/14/
305229828 1285 27/28/
305229832 1285 25/26/
305229836 1285 31/32/
305229840 1285 29/30/
305229844 1237 29/30/
305229848 1237 31/32/
305229852 1237 25/26/
305229856 1237 27/28/
305233924 1286 3/4/
305233928 1286 1/2/
305233932 1286 7/8/
305233936 1286 5/6/
305233940 1238 5/6/
305233944 1238 7/8/
305233948 1238 1/2/
305233952 1238 3/4/
305238020 1286 13/14/
305238024 1286 15/16/
305238028 1286 9/10/
305238032 1286 11/12/
305238036 1238 11/12/
305238040 1238 9/10/
305238044 1238 15/16/
305238048 1238 13/14/
305242116 1288 19/20/
305242120 1288 17/18/
305242124 1288 23/24/
305242128 1288 21/22/
305242132 1240 21/22/
305242136 1240 23/24/
305242140 1240 17/18/
305242144 1240 19/20/
305246212 1288 35/36/
305246216 1288 33/34/
305246220 1288 39/40/
305246224 1288 37/38/
305246228 1240 37/38/
305246232 1240 39/40/
305246236 1240 33/34/
305246240 1240 35/36/
305250308 1288 45/46/
305250312 1288 47/48/
305250316 1288 41/42/
305250320 1288 43/44/
305250324 1240 43/44/
305250328 1240 41/42/
305250332 1240 47/48/
305250336 1240 45/46/
305254404 1290 27/28/
305254408 1290 25/26/
305254412 1290 31/32/
305254416 1290 29/30/
305254420 1242 29/30/
305254424 1242 31/32/
305254428 1242 25/26/
305254432 1242 27/28/
305258500 1291 3/4/
305258504 1291 1/2/
305258508 1291 7/8/
305258512 1291 5/6/
305258516 1243 5/6/
305258520 1243 7/8/
305258524 1243 1/2/
305258528 1243 3/4/
305262596 1291 13/14/
305262600 1291 15/16/
305262604 1291 9/10/
305262608 1291 11/12/
305262612 1243 11/12/
305262616 1243 9/10/
305262620 1243 15/16/
305262624 1243 13/14/
305266692 1293 3/4/
305266696 1293 1/2/
305266700 1293 7/8/
305266704 1293 5/6/
305266708 1245 5/6/
305266712 1245 7/8/
305266716 1245 1/2/
305266720 1245 3/4/
305270788 1293 27/28/
305270792 1293 25/26/
305270796 1293 31/32/
305270800 1293 29/30/
305270804 1245 29/30/
305270808 1245 31/32/
305270812 1245 25/26/
305270816 1245 27/28/
305274884 1269 27/28/
305274888 1269 25/26/
305274892 1269 31/32/
305274896 1269 29/30/
305274900 1221 29/30/
305274904 1221 31/32/
305274908 1221 25/26/
305274912 1221 27/28/
305278980 1269 3/4/
305278984 1269 1/2/
305278988 1269 7/8/
305278992 1269 5/6/
305278996 1221 5/6/
305279000 1221 7/8/
305279004 1221 1/2/
305279008 1221 3/4/
305283076 1267 13/14/
305283080 1267 15/16/
305283084 1267 9/10/
305283088 1267 11/12/
305283092 1219 11/12/
305283096 1219 9/10/
305283100 1219 15/16/
305283104 1219 13/14/
305287172 1267 3/4/
305287176 1267 1/2/
305287180 1267 7/8/
305287184 1267 5/6/
305287188 1219 5/6/
305287192 1219 7/8/
305287196 1219 1/2/
305287200 1219 3/4/
305291268 1266 27/28/
305291272 1266 25/26/
305291276 1266 31/32/
305291280 1266 29/30/
305291284 1218 29/30/
305291288 1218 31/32/
305291292 1218 25/26/
305291296 1218 27/28/
305295364 1264 45/46/
305295368 1264 47/48/
305295372 1264 41/42/
305295376 1264 43/44/
305295380 1216 43/44/
305295384 1216 41/42/
305295388 1216 47/48/
305295392 1216 45/46/
305299460 1264 35/36/
305299464 1264 33/34/
305299468 1264 39/40/
305299472 1264 37/38/
305299476 1216 37/38/
305299480 1216 39/40/
305299484 1216 33/34/
305299488 1216 35/36/
305303556 1264 19/20/
305303560 1264 17/18/
305303564 1264 23/24/
305303568 1264 21/22/
305303572 1216 21/22/
305303576 1216 23/24/
305303580 1216 17/18/
305303584 1216 19/20/
305307652 1262 13/14/
305307656 1262 15/16/
305307660 1262 9/10/
305307664 1262 11/12/
305307668 1214 11/12/
305307672 1214 9/10/
305307676 1214 15/16/
305307680 1214 13/14/
305311748 1262 3/4/
305311752 1262 1/2/
305311756 1262 7/8/
305311760 1262 5/6/
305311764 1214 5/6/
305311768 1214 7/8/
305311772 1214 1/2/
305311776 1214 3/4/
305315844 1261 27/28/
305315848 1261 25/26/
305315852 1261 31/32/
305315856 1261 29/30/
305315860 1213 29/30/
305315864 1213 31/32/
305315868 1213 25/26/
305315872 1213 27/28/
306188292 1256 37/38/
306188296 1256 39/40/
306188300 1256 33/34/
306188304 1256 35/36/
306188308 1208 35/36/
306188312 1208 33/34/
306188316 1208 39/40/
306188320 1208 37/38/
306192388 1256 13/14/
306192392 1256 15/16/
306192396 1256 9/10/
306192400 1256 11/12/
306192404 1208 11/12/
306192408 1208 9/10/
306192412 1208 15/16/
306192416 1208 13/14/
306196484 1255 35/36/
306196488 1255 33/34/
306196492 1255 39/40/
306196496 1255 37/38/
306196500 1207 37/38/
306196504 1207 39/40/
306196508 1207 33/34/
306196512 1207 35/36/
306200580 1255 19/20/
306200584 1255 17/18/
306200588 1255 23/24/
306200592 1255 21/22/
306200596 1207 21/22/
306200600 1207 23/24/
306200604 1207 17/18/
306200608 1207 19/20/
306204676 1254 29/30/
306204680 1254 31/32/
306204684 1254 25/26/
306204688 1254 27/28/
306204692 1206 27/28/
306204696 1206 25/26/
306204700 1206 31/32/
306204704 1206 29/30/
306208772 1254 5/6/
306208776 1254 7/8/
306208780 1254 1/2/
306208784 1254 3/4/
306208788 1206 3/4/
306208792 1206 1/2/
306208796 1206 7/8/
306208800 1206 5/6/
306212868 1253 35/36/
306212872 1253 33/34/
306212876 1253 39/40/
306212880 1253 37/38/
306212884 1205 37/38/
306212888 1205 39/40/
306212892 1205 33/34/
306212896 1205 35/36/
306216964 1253 19/20/
306216968 1253 17/18/
306216972 1253 23/24/
306216976 1253 21/22/
306216980 1205 21/22/
306216984 1205 23/24/
306216988 1205 17/18/
306216992 1205 19/20/
306221060 1252 13/14/
306221064 1252 15/16/
306221068 1252 9/10/
306221072 1252 11/12/
306221076 1204 11/12/
306221080 1204 9/10/
306221084 1204 15/16/
306221088 1204 13/14/
306225156 1251 37/38/
306225160 1251 39/40/
306225164 1251 33/34/
306225168 1251 35/36/
306225172 1203 35/36/
306225176 1203 33/34/
306225180 1203 39/40/
306225184 1203 37/38/
306229252 1251 11/12/
306229256 1251 9/10/
306229260 1251 15/16/
306229264 1251 13/14/
306229268 1203 13/14/
306229272 1203 15/16/
306229276 1203 9/10/
306229280 1203 11/12/
306233348 1250 43/44/
306233352 1250 41/42/
306233356 1250 47/48/
306233360 1250 45/46/
306233364 1202 45/46/
306233368 1202 47/48/
306233372 1202 41/42/
306233376 1202 43/44/
306237444 1249 37/38/
306237448 1249 39/40/
306237452 1249 33/34/
306237456 1249 35/36/
306237460 1201 35/36/
306237464 1201 33/34/
306237468 1201 39/40/
306237472 1201 37/38/
306241540 1249 13/14/
306241544 1249 15/16/
306241548 1249 9/10/
306241552 1249 11/12/
306241556 1201 11/12/
306241560 1201 9/10/
306241564 1201 15/16/
306241568 1201 13/14/
306245636 1248 35/36/
306245640 1248 33/34/
306245644 1248 39/40/
306245648 1248 37/38/
306245652 1200 37/38/
306245656 1200 39/40/
306245660 1200 33/34/
306245664 1200 35/36/
306249732 1248 19/20/
306249736 1248 17/18/
306249740 1248 23/24/
306249744 1248 21/22/
306249748 1200 21/22/
306249752 1200 23/24/
306249756 1200 17/18/
306249760 1200 19/20/
306253828 1272 19/20/
306253832 1272 17/18/
306253836 1272 23/24/
306253840 1272 21/22/
306253844 1224 21/22/
306253848 1224 23/24/
306253852 1224 17/18/
306253856 1224 19/20/
306257924 1272 35/36/
306257928 1272 33/34/
306257932 1272 39/40/
306257936 1272 37/38/
306257940 1224 37/38/
306257944 1224 39/40/
306257948 1224 33/34/
306257952 1224 35/36/
306262020 1273 13/14/
306262024 1273 15/16/
306262028 1273 9/10/
306262032 1273 11/12/
306262036 1225 11/12/
306262040 1225 9/10/
306262044 1225 15/16/
306262048 1225 13/14/
306266116 1273 37/38/
306266120 1273 39/40/
306266124 1273 33/34/
306266128 1273 35/36/
306266132 1225 35/36/
306266136 1225 33/34/
306266140 1225 39/40/
306266144 1225 37/38/
306270212 1274 43/44/
306270216 1274 41/42/
306270220 1274 47/48/
306270224 1274 45/46/
306270228 1226 45/46/
306270232 1226 47/48/
306270236 1226 41/42/
306270240 1226 43/44/
306274308 1275 11/12/
306274312 1275 9/10/
306274316 1275 15/16/
306274320 1275 13/14/
306274324 1227 13/14/
306274328 1227 15/16/
306274332 1227 9/10/
306274336 1227 11/12/
306278404 1275 37/38/
306278408 1275 39/40/
306278412 1275 33/34/
306278416 1275 35/36/
306278420 1227 35/36/
306278424 1227 33/34/
306278428 1227 39/40/
306278432 1227 37/38/
306282500 1276 13/14/
306282504 1276 15/16/
306282508 1276 9/10/
306282512 1276 11/12/
306282516 1228 11/12/
306282520 1228 9/10/
306282524 1228 15/16/
306282528 1228 13/14/
306286596 1277 19/20/
306286600 1277 17/18/
306286604 1277 23/24/
306286608 1277 21/22/
306286612 1229 21/22/
306286616 1229 23/24/
306286620 1229 17/18/
306286624 1229 19/20/
306290692 1277 35/36/
306290696 1277 33/34/
306290700 1277 39/40/
306290704 1277 37/38/
306290708 1229 37/38/
306290712 1229 39/40/
306290716 1229 33/34/
306290720 1229 35/36/
306294788 1278 5/6/
306294792 1278 7/8/
306294796 1278 1/2/
306294800 1278 3/4/
306294804 1230 3/4/
306294808 1230 1/2/
306294812 1230 7/8/
306294816 1230 5/6/
306298884 1278 29/30/
306298888 1278 31/32/
306298892 1278 25/26/
306298896 1278 27/28/
306298900 1230 27/28/
306298904 1230 25/26/
306298908 1230 31/32/
306298912 1230 29/30/
306302980 1279 19/20/
306302984 1279 17/18/
306302988 1279 23/24/
306302992 1279 21/22/
306302996 1231 21/22/
306303000 1231 23/24/
306303004 1231 17/18/
306303008 1231 19/20/
306307076 1279 35/36/
306307080 1279 33/34/
306307084 1279 39/40/
306307088 1279 37/38/
306307092 1231 37/38/
306307096 1231 39/40/
306307100 1231 33/34/
306307104 1231 35/36/
306311172 1280 13/14/
306311176 1280 15/16/
306311180 1280 9/10/
306311184 1280 11/12/
306311188 1232 11/12/
306311192 1232 9/10/
306311196 1232 15/16/
306311200 1232 13/14/
306315268 1280 37/38/
306315272 1280 39/40/
306315276 1280 33/34/
306315280 1280 35/36/
306315284 1232 35/36/
306315288 1232 33/34/
306315292 1232 39/40/
306315296 1232 37/38/
306319364 1284 19/20/
306319368 1284 17/18/
306319372 1284 23/24/
306319376 1284 21/22/
306319380 1236 21/22/
306319384 1236 23/24/
306319388 1236 17/18/
306319392 1236 19/20/
306323460 1284 35/36/
306323464 1284 33/34/
306323468 1284 39/40/
306323472 1284 37/38/
306323476 1236 37/38/
306323480 1236 39/40/
306323484 1236 33/34/
306323488 1236 35/36/
306327556 1285 13/14/
306327560 1285 15/16/
306327564 1285 9/10/
306327568 1285 11/12/
306327572 1237 11/12/
306327576 1237 9/10/
306327580 1237 15/16/
306327584 1237 13/14/
306331652 1285 37/38/
306331656 1285 39/40/
306331660 1285 33/34/
306331664 1285 35/36/
306331668 1237 35/36/
306331672 1237 33/34/
306331676 1237 39/40/
306331680 1237 37/38/
306335748 1287 19/20/
306335752 1287 17/18/
306335756 1287 23/24/
306335760 1287 21/22/
306335764 1239 21/22/
306335768 1239 23/24/
306335772 1239 17/18/
306335776 1239 19/20/
306339844 1287 35/36/
306339848 1287 33/34/
306339852 1287 39/40/
306339856 1287 37/38/
306339860 1239 37/38/
306339864 1239 39/40/
306339868 1239 33/34/
306339872 1239 35/36/
306343940 1288 5/6/
306343944 1288 7/8/
306343948 1288 1/2/
306343952 1288 3/4/
306343956 1240 3/4/
306343960 1240 1/2/
306343964 1240 7/8/
306343968 1240 5/6/
306348036 1288 29/30/
306348040 1288 31/32/
306348044 1288 25/26/
306348048 1288 27/28/
306348052 1240 27/28/
306348056 1240 25/26/
306348060 1240 31/32/
306348064 1240 29/30/
306352132 1289 19/20/
306352136 1289 17/18/
306352140 1289 23/24/
306352144 1289 21/22/
